0,0.560054,0.366302
1,0.311803,0.272739
2,0.243906,0.222753
3,0.202827,0.189142
4,0.173509,0.163697
5,0.151153,0.144029
6,0.133574,0.128562
7,0.119352,0.115641
8,0.107638,0.105053
9,0.0976747,0.0960237
10,0.089144,0.0879707
11,0.081806,0.0810981
12,0.0753495,0.0752662
13,0.069709,0.0698664
14,0.0648261,0.0648705
15,0.0604431,0.0608285
16,0.0565252,0.0572222
17,0.0530987,0.0537526
18,0.050071,0.0516275
19,0.0474078,0.0485509
20,0.0449217,0.0468505
21,0.0427624,0.0439804
22,0.0408427,0.0419238
23,0.0390384,0.0404338
24,0.0375575,0.039283
25,0.0361246,0.0375694
26,0.034801,0.0364466
27,0.033615,0.0350802
28,0.0325905,0.0339022
29,0.0316836,0.0355748
